NPI,CCN,Provider_Type,Business_State_Territory,ZIP,Specialty,Hospital_Type,Program_Type,Program_Year,Provider_Stage_Number,Payment_Year,Attestation_Month,Attestation_Year,MU_Definition_2014,Stage_2_Scheduled_2014,EHR_Certification_Number,EHR_Product_CHP_Id,Vendor_Name,EHR_Product_Name,EHR_Product_Version,Product_Classification,Product_Setting,Product_Certification_Edition_Yr
1003009085,,EP,Pennsylvania,19104,Internal Medicine,,Medicare,2015,Stage 2,4,2,2016,,1,1314E01PUPMWEAV,CHP-021121,Epic Systems Corporation,EpicCare Ambulatory 2014 Certified EHR Suite,Epic 2014,Complete EHR,Ambulatory,2014
1003009085,,EP,Pennsylvania,19104,Internal Medicine,,Medicare,2015,Stage 2,4,2,2016,,1,1314E01PUPMWEAV,CHP-022044,Epic Systems Corporation,EpicCare Ambulatory 2014 Certified EHR Suite,Epic 2014 (June 2013 CQMs),Complete EHR,Ambulatory,2014
1003009085,,EP,Pennsylvania,19104,Internal Medicine,,Medicare,2015,Stage 2,4,2,2016,,1,1314E01PUPMWEAV,CHP-022048,Epic Systems Corporation,EpicCare Ambulatory 2014 Certified EHR Suite,Epic 2010 (June 2013 CQMs),Complete EHR,Ambulatory,2014
1003009085,,EP,Pennsylvania,19104,Internal Medicine,,Medicare,2016,Stage 2,5,1,2017,,1,1314E01RCONPEAX,CHP-027708,Epic Systems Corporation,Beacon Oncology 2014 Certified Module,Epic 2015,Modular EHR,Ambulatory,2014
1003009085,,EP,Pennsylvania,19104,Internal Medicine,,Medicare,2016,Stage 2,5,1,2017,,1,1314E01RCONPEAX,CHP-027887,Epic Systems Corporation,EpicCare Ambulatory 2014 Certified EHR Suite,Epic 2015,Complete EHR,Ambulatory,2014
1003009119,,EP,Virginia,20132,Family Medicine,,Medicare,2013,Stage 1,1,1,2014,,0,30000001SVMBEAS,CHP-007444,"Pulse Systems, Inc",2011 Pulse Complete EHR,2011,Complete EHR,Ambulatory,2011
1003009119,,EP,Virginia,20132,Family Medicine,,Medicare,2014,Stage 1,2,2,2015,2014,0,1314E01PH5Q1EAD,CHP-023172,"Pulse Systems, Inc",Pulse Complete EHR,4.2.08,Complete EHR,Ambulatory,2014
1003009119,,EP,Virginia,20132,Family Medicine,,Medicare,2015,Stage 2,3,2,2016,,0,1314E01PH5Q1EAD,CHP-023172,"Pulse Systems, Inc",Pulse Complete EHR,4.2.08,Complete EHR,Ambulatory,2014
1003009127,,EP,Puerto Rico,726,Internal Medicine,,Medicare,2013,Stage 1,1,12,2013,,0,30000001T1FQEAS,CHP-007500,NeoDeck Holdings,NeoMed EHR,3,Complete EHR,Ambulatory,2011
1003009218,,EP,Arkansas,72110,Family Medicine,,Medicare,2012,Stage 1,1,2,2013,,1,30000001SVE6EAC,CHP-007502,"eClinicalWorks, LLC",eClinicalWorks,9,Complete EHR,Ambulatory,2011
1003009218,,EP,Arkansas,72110,Family Medicine,,Medicare,2013,Stage 1,2,3,2014,,1,A000001FUPJPEA5,CHP-019196,"eClinicalWorks, LLC",eClinicalWorks,9,Complete EHR,Ambulatory,2011
1003009218,,EP,Arkansas,72110,Family Medicine,,Medicare,2014,Stage 1,3,2,2015,2013,1,30000001SVE6EAC,CHP-007502,"eClinicalWorks, LLC",eClinicalWorks,9,Complete EHR,Ambulatory,2011
1003009218,,EP,Arkansas,72110,Family Medicine,,Medicare,2015,Stage 2,4,3,2016,,1,1314E01PI0MPEAT,CHP-023393,"eClinicalWorks, LLC",eClinicalWorks,V10,Complete EHR,Ambulatory,2014
1003009705,,EP,Arizona,85013,Family Medicine,,Medicare,2013,Stage 1,2,12,2013,,0,30000001SVGWEAS,CHP-007425,NextGen Healthcare,NextGen Ambulatory EHR,5.6 SP1,Complete EHR,Ambulatory,2011
1003009861,,EP,Texas,85306,Internal Medicine,,Medicare,2013,Stage 1,1,3,2014,,0,30000001SVGWEAS,CHP-007425,NextGen Healthcare,NextGen Ambulatory EHR,5.6 SP1,Complete EHR,Ambulatory,2011
1003009861,,EP,Texas,85306,Internal Medicine,,Medicare,2014,Stage 1,2,1,2015,2013,0,30000001SVGWEAS,CHP-007425,NextGen Healthcare,NextGen Ambulatory EHR,5.6 SP1,Complete EHR,Ambulatory,2011
1003010117,,EP,Oregon,97439,Internal Medicine,,Medicare,2013,Stage 1,1,12,2013,,0,A000001CO2E3EAL,CHP-009351,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Epic 2012,Complete EHR,Ambulatory,2011
1003010117,,EP,Oregon,97439,Internal Medicine,,Medicare,2015,Stage 2,3,3,2016,,0,A014E01O3OMAEAF,CHP-022206,Allscripts,Allscripts TouchWorks EHR,11.4.1,Complete EHR,Ambulatory,2014
1003010117,,EP,Oregon,97439,Internal Medicine,,Medicare,2016,Stage 2,4,1,2017,,0,A014E01O3OMAEAF,CHP-022206,Allscripts,Allscripts TouchWorks EHR,11.4.1,Complete EHR,Ambulatory,2014
1003010174,,EP,New York,11217,Internal Medicine,,Medicare,2014,Stage 1,3,2,2015,2014,0,A014E01KFLAFEAJ,CHP-021121,Epic Systems Corporation,EpicCare Ambulatory 2014 Certified EHR Suite,Epic 2014,Complete EHR,Ambulatory,2014
1003010174,,EP,New York,11217,Internal Medicine,,Medicare,2015,Stage 2,4,2,2016,,0,A014E01KFLAFEAJ,CHP-021121,Epic Systems Corporation,EpicCare Ambulatory 2014 Certified EHR Suite,Epic 2014,Complete EHR,Ambulatory,2014
1003010307,,EP,Florida,32003,Family Medicine,,Medicare,2012,Stage 1,1,12,2012,,1,30000001SVGHEAS,CHP-007427,Allscripts,Allscripts Enterprise E HR,11.2,Complete EHR,Ambulatory,2011
1003010307,,EP,Florida,32003,Family Medicine,,Medicare,2014,Stage 2,3,1,2015,2014,1,1314E01PQUFUEAN,CHP-024854,"athenahealth, Inc.",athenaClinicals,14.12,Complete EHR,Ambulatory,2014
1003010307,,EP,Florida,32003,Family Medicine,,Medicare,2015,Stage 2,4,1,2016,,1,1314E01RBGYUEAT,CHP-028425,"athenahealth, Inc.",athenaClinicals,15.11,Complete EHR,Ambulatory,2014
1003010307,,EP,Florida,32003,Family Medicine,,Medicare,2016,Stage 2,5,1,2017,,1,0014EYA21FA0PLP,14.07.07.2880.ATA1.04.1.1.160721,"athenahealth, Inc.",athenaClinicals,16.7,Complete EHR,Ambulatory,2014
1003010307,,EP,Florida,32003,Family Medicine,,Medicare,2016,Stage 2,5,1,2017,,1,0014EYA21FA0PLP,14.07.07.2880.ATI1.04.1.1.160721,"athenahealth, Inc.",athenaClinicals,16.7,Modular EHR,Inpatient,2014
1003010349,,EP,Michigan,32207,Family Medicine,,Medicare,2012,Stage 1,1,5,2012,,1,30000004QR1ZEAS,CHP-006453,Allscripts,Allscripts Professional EHR,9.2.2,Complete EHR,Ambulatory,2011
1003010349,,EP,Michigan,32207,Family Medicine,,Medicare,2013,Stage 1,2,1,2014,,1,30000004QR1ZEAS,CHP-006453,Allscripts,Allscripts Professional EHR,9.2.2,Complete EHR,Ambulatory,2011
1003010349,,EP,Michigan,32207,Family Medicine,,Medicare,2014,Stage 1,3,1,2015,2014,1,1314E01OUSICEAV,CHP-023059,Allscripts,Allscripts Professional EHR,Version 14.0,Modular EHR,Ambulatory,2014
1003010406,,EP,New York,10029,Family Medicine,,Medicare,2014,Stage 1,2,10,2014,2014,0,A014E01NC9ZLEA1,CHP-022045,Epic Systems Corporation,EpicCare Ambulatory 2014 Certified EHR Suite,Epic 2012 (June 2013 CQMs),Complete EHR,Ambulatory,2014
1003010406,,EP,New York,10029,Family Medicine,,Medicare,2015,Stage 1,3,3,2016,,0,A014E01NC9ZLEA1,CHP-022045,Epic Systems Corporation,EpicCare Ambulatory 2014 Certified EHR Suite,Epic 2012 (June 2013 CQMs),Complete EHR,Ambulatory,2014
1003010596,,EP,Missouri,65804,Otolaryngology,,Medicare,2013,Stage 1,1,2,2014,,0,A000001CO2E3EAL,CHP-009351,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Epic 2012,Complete EHR,Ambulatory,2011
1003010596,,EP,Missouri,65804,Otolaryngology,,Medicare,2014,Stage 1,2,2,2015,2014,0,A014E01NC9ZLEA1,CHP-022045,Epic Systems Corporation,EpicCare Ambulatory 2014 Certified EHR Suite,Epic 2012 (June 2013 CQMs),Complete EHR,Ambulatory,2014
1003010703,,EP,Texas,75069,Otolaryngology,,Medicare,2011,Stage 1,1,1,2012,,1,30000001SVE6EAC,CHP-007502,"eClinicalWorks, LLC",eClinicalWorks,9,Complete EHR,Ambulatory,2011
1003010703,,EP,Texas,75069,Otolaryngology,,Medicare,2012,Stage 1,2,2,2013,,1,30000001SVE6EAC,CHP-007502,"eClinicalWorks, LLC",eClinicalWorks,9,Complete EHR,Ambulatory,2011
1003010893,,EP,Texas,75010,Urology,,Medicare,2012,Stage 1,1,1,2013,,1,30000001T0GAEAC,CHP-007485,Intuitive Medical Software,UroChartEHR,4,Complete EHR,Ambulatory,2011
1003010919,,EP,Colorado,80910,Orthopaedic Surgery,,Medicare,2015,Stage 1,,2,2016,,0,1314E01PUPLSEAF,CHP-024722,Epic Systems Corporation,EpicCare Ambulatory 2014 Certified EHR Suite,Epic2014 (June 2013 CQMs) - 1,Complete EHR,Ambulatory,2014
1003010919,,EP,Colorado,80910,Orthopaedic Surgery,,Medicare,2015,Stage 1,,2,2016,,0,1314E01PUPLSEAF,CHP-024743,Epic Systems Corporation,EpicCare Ambulatory 2014 Certified EHR Suite,Epic2010 (June 2013 CQMs) - 1,Complete EHR,Ambulatory,2014
1003010943,,EP,Illinois,60637,Student in an Organized Health Care Education/Training Program,,Medicare,2014,Stage 1,1,12,2014,2014,0,1314E01PKSFVEA5,CHP-019314,Cerner Corporation,P2 Sentinel (Powered by Sensage),5,Modular EHR,Ambulatory,2014
1003010943,,EP,Illinois,60637,Student in an Organized Health Care Education/Training Program,,Medicare,2014,Stage 1,1,12,2014,2014,0,1314E01PKSFVEA5,CHP-022155,Medical Research Analytics and Informatics Alliance (MRAIA),Public Health Data Reporter,2.0.1,Modular EHR,Ambulatory,2014
1003010943,,EP,Illinois,60637,Student in an Organized Health Care Education/Training Program,,Medicare,2014,Stage 1,1,12,2014,2014,0,1314E01PKSFVEA5,CHP-023321,Cerner Corporation,Powerchart (Clinical),2012.01.28,Modular EHR,Ambulatory,2014
1003010943,,EP,Illinois,60637,Student in an Organized Health Care Education/Training Program,,Medicare,2014,Stage 1,1,12,2014,2014,0,1314E01PKSFVEA5,CHP-023324,Cerner Corporation,Powerchart (CQM),2012.01.28,Modular EHR,Ambulatory,2014
1003010943,,EP,Illinois,60637,Student in an Organized Health Care Education/Training Program,,Medicare,2015,Stage 1,2,1,2016,,0,1314E01RD6OYEAT,CHP-019314,Cerner Corporation,P2 Sentinel (Powered by Sensage),5,Modular EHR,Ambulatory,2014
1003010943,,EP,Illinois,60637,Student in an Organized Health Care Education/Training Program,,Medicare,2015,Stage 1,2,1,2016,,0,1314E01RD6OYEAT,CHP-027087,Cerner Corporation,Powerchart (Clinical),2015.01.04,Modular EHR,Ambulatory,2014
1003010943,,EP,Illinois,60637,Student in an Organized Health Care Education/Training Program,,Medicare,2015,Stage 1,2,1,2016,,0,1314E01RD6OYEAT,CHP-027090,Cerner Corporation,Powerchart (CQM),2015.01.04,Modular EHR,Ambulatory,2014
1003010943,,EP,Illinois,60637,Student in an Organized Health Care Education/Training Program,,Medicare,2015,Stage 1,2,1,2016,,0,1314E01RD6OYEAT,CHP-027092,Cerner Corporation,HealtheLife and Powerchart,2015.01.04,Modular EHR,Ambulatory,2014
1003010943,,EP,Illinois,60637,Student in an Organized Health Care Education/Training Program,,Medicare,2015,Stage 1,2,1,2016,,0,1314E01RD6OYEAT,CHP-027921,Cerner Corporation,HealthSentry,2015.06,Modular EHR,Ambulatory,2014
1003010943,,EP,Illinois,60637,Student in an Organized Health Care Education/Training Program,,Medicare,2015,Stage 1,2,1,2016,,0,1314E01RD6OYEAT,CHP-028063,Cerner Corporation,Powerchart (CQM),2015.01.07,Modular EHR,Ambulatory,2014
1003010943,,EP,Illinois,60637,Student in an Organized Health Care Education/Training Program,,Medicare,2015,Stage 1,2,1,2016,,0,1314E01RD6OYEAT,CHP-028064,Cerner Corporation,Powerchart (Clinical),2015.01.07,Modular EHR,Ambulatory,2014
1003010943,,EP,Illinois,60637,Student in an Organized Health Care Education/Training Program,,Medicare,2015,Stage 1,2,1,2016,,0,1314E01RD6OYEAT,CHP-028081,Cerner Corporation,HealtheLife and Powerchart,2015.01.07,Modular EHR,Ambulatory,2014
1003010943,,EP,Illinois,60637,Student in an Organized Health Care Education/Training Program,,Medicare,2015,Stage 1,2,1,2016,,0,1314E01RD6OYEAT,CHP-028304,Cerner Corporation,HealthSentry,2015.08,Modular EHR,Ambulatory,2014
1003010943,,EP,Illinois,60637,Student in an Organized Health Care Education/Training Program,,Medicare,2015,Stage 1,2,1,2016,,0,1314E01RD6OYEAT,CHP-028312,Cerner Corporation,HealthSentry,2015.07,Modular EHR,Ambulatory,2014
1003010950,,EP,California,92708,Internal Medicine,,Medicare,2011,Stage 1,1,12,2011,,1,30000001SVGWEAS,CHP-007425,NextGen Healthcare,NextGen Ambulatory EHR,5.6 SP1,Complete EHR,Ambulatory,2011
1003010950,,EP,California,92708,Internal Medicine,,Medicare,2012,Stage 1,2,1,2013,,1,30000001SVGWEAS,CHP-007425,NextGen Healthcare,NextGen Ambulatory EHR,5.6 SP1,Complete EHR,Ambulatory,2011
1003010950,,EP,California,92708,Internal Medicine,,Medicare,2013,Stage 1,3,2,2014,,1,A0H1301GYQILEAJ,CHP-007425,NextGen Healthcare,NextGen Ambulatory EHR,5.6 SP1,Complete EHR,Ambulatory,2011
1003010950,,EP,California,92708,Internal Medicine,,Medicare,2013,Stage 1,3,2,2014,,1,A0H1301GYQILEAJ,CHP-009351,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Epic 2012,Complete EHR,Ambulatory,2011
1003010950,,EP,California,92708,Internal Medicine,,Medicare,2014,Stage 2,4,12,2014,2014,1,A014E01NC9ZLEA1,CHP-022045,Epic Systems Corporation,EpicCare Ambulatory 2014 Certified EHR Suite,Epic 2012 (June 2013 CQMs),Complete EHR,Ambulatory,2014
1003010950,,EP,California,92708,Internal Medicine,,Medicare,2015,Stage 2,5,1,2016,,1,A014E01NC9ZLEA1,CHP-022045,Epic Systems Corporation,EpicCare Ambulatory 2014 Certified EHR Suite,Epic 2012 (June 2013 CQMs),Complete EHR,Ambulatory,2014
1003011214,,EP,Maryland,21229,Internal Medicine,,Medicare,2013,Stage 1,1,12,2013,,0,A0H1301DAR5QEAF,CHP-006625,Practice Fusion,Practice Fusion,2,Complete EHR,Ambulatory,2011
1003011214,,EP,Maryland,21229,Internal Medicine,,Medicare,2013,Stage 1,1,12,2013,,0,A0H1301DAR5QEAF,CHP-007381,Practice Fusion,Practice Fusion,2,Modular EHR,Ambulatory,2011
1003011214,,EP,Maryland,21229,Internal Medicine,,Medicare,2014,Stage 1,2,1,2015,2014,0,1314E01PLWXGEAT,CHP-022482,Practice Fusion,Practice Fusion EHR,3.1,Complete EHR,Ambulatory,2014
1003011214,,EP,Maryland,21229,Internal Medicine,,Medicare,2014,Stage 1,2,1,2015,2014,0,1314E01PLWXGEAT,CHP-024043,Practice Fusion,Practice Fusion EHR,3.2,Complete EHR,Ambulatory,2014
1003011339,,EP,Florida,32504,Neurological Surgery,,Medicare,2014,Stage 1,1,10,2014,2014,0,A014E01IF4H5EAB,CHP-019739,Epic Systems Corporation,EpicCare Ambulatory 2014 Certified EHR Suite,Epic 2012,Complete EHR,Ambulatory,2014
1003011339,,EP,Florida,32504,Neurological Surgery,,Medicare,2016,Stage 2,3,1,2017,,0,0014EYA21FA0PLP,14.07.07.2880.ATA1.04.1.1.160721,"athenahealth, Inc.",athenaClinicals,16.7,Complete EHR,Ambulatory,2014
1003011339,,EP,Florida,32504,Neurological Surgery,,Medicare,2016,Stage 2,3,1,2017,,0,0014EYA21FA0PLP,14.07.07.2880.ATI1.04.1.1.160721,"athenahealth, Inc.",athenaClinicals,16.7,Modular EHR,Inpatient,2014
1003011404,,EP,Kansas,66212,Dermatology,,Medicare,2012,Stage 1,1,1,2013,,1,A0H1301DAOZIEAF,CHP-007502,"eClinicalWorks, LLC",eClinicalWorks,9,Complete EHR,Ambulatory,2011
1003011404,,EP,Kansas,66212,Dermatology,,Medicare,2013,Stage 1,2,3,2014,,1,30000001SVE6EAC,CHP-007502,"eClinicalWorks, LLC",eClinicalWorks,9,Complete EHR,Ambulatory,2011
1003011404,,EP,Kansas,66212,Dermatology,,Medicare,2015,Stage 2,4,2,2016,,1,A014E01IDZYBEAJ,CHP-019660,"eClinicalWorks, LLC",eClinicalWorks,V10,Complete EHR,Ambulatory,2014
1003011529,,EP,Kansas,67846,Family Medicine,,Medicare,2012,Stage 1,1,10,2012,,1,30000004RUWQEAU,CHP-006510,eMDs,e-MDs Solution Series,7.2,Complete EHR,Ambulatory,2011
1003011529,,EP,Kansas,67846,Family Medicine,,Medicare,2014,Stage 1,3,2,2015,2014,1,13H1301PO8WTEAT,CHP-021324,eMDs,e-MDs Solution Series,8,Complete EHR,Ambulatory,2014
1003011560,,EP,Iowa,50314,Obstetrics & Gynecology,,Medicare,2014,Stage 1,1,2,2015,2013,0,A000001COOITEAX,CHP-009386,"Greenway Health, LLC",PrimeSuite,2011 (16.1),Complete EHR,Ambulatory,2011
1003011578,,EP,North Carolina,28601,Internal Medicine,,Medicare,2012,Stage 1,1,2,2013,,1,A0H1301DARILEA3,CHP-009496,"gMed, Inc.",gGastro,4.16.2,Complete EHR,Ambulatory,2011
1003011578,,EP,North Carolina,28601,Internal Medicine,,Medicare,2013,Stage 1,2,3,2014,,1,A0H1301KIEIIEAF,CHP-019722,"gMed, Inc.",gGastro,4.51,Complete EHR,Ambulatory,2011
1003011578,,EP,North Carolina,28601,Internal Medicine,,Medicare,2013,Stage 1,2,3,2014,,1,A0H1301KIEIIEAF,CHP-020651,"gMed, Inc.",gGastro,version 4.52,Complete EHR,Ambulatory,2014
1003011578,,EP,North Carolina,28601,Internal Medicine,,Medicare,2014,Stage 1,3,3,2015,2014,1,1314E01PD5YFEAR,CHP-024488,"gMed, Inc.",gGastro,Version 4.55,Complete EHR,Ambulatory,2014
1003011578,,EP,North Carolina,28601,Internal Medicine,,Medicare,2015,Stage 2,4,9,2016,,1,1314E01RAPUSEAH,CHP-028360,"gMed, Inc.",gMed Connect,Version 4.58,Complete EHR,Ambulatory,2014
1003011610,,EP,Massachusetts,2114,Internal Medicine,,Medicare,2012,Stage 1,1,1,2013,,1,A000001DZDY9EAH,CHP-009230,Massachusetts General Hospital,Oncall,2012,Complete EHR,Ambulatory,2011
1003011610,,EP,Massachusetts,2114,Internal Medicine,,Medicare,2013,Stage 1,2,1,2014,,1,A000001DZDY9EAH,CHP-009230,Massachusetts General Hospital,Oncall,2012,Complete EHR,Ambulatory,2011
1003011800,,EP,Illinois,60077,Internal Medicine,,Medicare,2011,Stage 1,1,6,2011,,1,30000001SWQTEAS,CHP-007407,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Summer 2009,Complete EHR,Ambulatory,2011
1003011800,,EP,Illinois,60077,Internal Medicine,,Medicare,2012,Stage 1,2,1,2013,,1,30000001SVJQEA0,CHP-007508,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2010,Complete EHR,Ambulatory,2011
1003011800,,EP,Illinois,60077,Internal Medicine,,Medicare,2013,Stage 1,3,2,2014,,1,A0H1301DAUIZEAV,CHP-009351,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Epic 2012,Complete EHR,Ambulatory,2011
1003011800,,EP,Illinois,60077,Internal Medicine,,Medicare,2014,Stage 2,4,5,2015,2014,1,A014E01NC9ZLEA1,CHP-022045,Epic Systems Corporation,EpicCare Ambulatory 2014 Certified EHR Suite,Epic 2012 (June 2013 CQMs),Complete EHR,Ambulatory,2014
1003011800,,EP,Illinois,60077,Internal Medicine,,Medicare,2015,Stage 2,5,5,2016,,1,1314E01PO8DZEAT,CHP-021121,Epic Systems Corporation,EpicCare Ambulatory 2014 Certified EHR Suite,Epic 2014,Complete EHR,Ambulatory,2014
1003011800,,EP,Illinois,60077,Internal Medicine,,Medicare,2015,Stage 2,5,5,2016,,1,1314E01PO8DZEAT,CHP-022155,Medical Research Analytics and Informatics Alliance (MRAIA),Public Health Data Reporter,2.0.1,Modular EHR,Ambulatory,2014
1003011859,,EP,Alabama,35294,Surgery,,Medicare,2013,Stage 1,1,5,2013,,0,30000004UNFAEAQ,CHP-006920,Cerner Corporation,Powerchart and Cerner Healthe,2010.02.03,Modular EHR,Ambulatory,2011
1003011859,,EP,Alabama,35294,Surgery,,Medicare,2013,Stage 1,1,5,2013,,0,30000004UNFAEAQ,CHP-007665,UAB Health System,MyHealth@UABMedicine,6.1,Modular EHR,Ambulatory,2011
1003011859,,EP,Alabama,35294,Surgery,,Medicare,2013,Stage 1,1,5,2013,,0,30000004UNFAEAQ,CHP-008159,Cerner Corporation,Health Sentry,2011.07,Modular EHR,Ambulatory,2011
1003011859,,EP,Alabama,35294,Surgery,,Medicare,2014,Stage 1,2,2,2015,2014,0,1314E01PSXFJEAN,CHP-019088,"FairWarning® Technologies, Inc.",FairWarning® Patient Privacy Monitoring,3.1,Modular EHR,Ambulatory,2014
1003011859,,EP,Alabama,35294,Surgery,,Medicare,2014,Stage 1,2,2,2015,2014,0,1314E01PSXFJEAN,CHP-021939,Cerner Corporation,Cerner Patient Portal and Powerchart,2012.01.24,Modular EHR,Ambulatory,2014
1003011859,,EP,Alabama,35294,Surgery,,Medicare,2014,Stage 1,2,2,2015,2014,0,1314E01PSXFJEAN,CHP-021945,Cerner Corporation,Powerchart (Clinical),2012.01.24,Modular EHR,Ambulatory,2014
1003011859,,EP,Alabama,35294,Surgery,,Medicare,2014,Stage 1,2,2,2015,2014,0,1314E01PSXFJEAN,CHP-021960,Cerner Corporation,Powerchart (CQM),2012.01.24,Modular EHR,Ambulatory,2014
1003011859,,EP,Alabama,35294,Surgery,,Medicare,2014,Stage 1,2,2,2015,2014,0,1314E01PSXFJEAN,CHP-023995,Cerner Corporation,HealthSentry,2014.07,Modular EHR,Ambulatory,2014
1003011859,,EP,Alabama,35294,Surgery,,Medicare,2014,Stage 1,2,2,2015,2014,0,1314E01PSXFJEAN,CHP-024151,Cerner Corporation,Powerchart (Clinical),2012.01.33,Modular EHR,Ambulatory,2014
1003011859,,EP,Alabama,35294,Surgery,,Medicare,2014,Stage 1,2,2,2015,2014,0,1314E01PSXFJEAN,CHP-024161,Cerner Corporation,Cerner Patient Portal and Powerchart,2012.01.33,Modular EHR,Ambulatory,2014
1003011859,,EP,Alabama,35294,Surgery,,Medicare,2014,Stage 1,2,2,2015,2014,0,1314E01PSXFJEAN,CHP-024711,Cerner Corporation,Powerchart (CQM),2012.01.33,Modular EHR,Ambulatory,2014
1003011859,,EP,Alabama,35294,Surgery,,Medicare,2015,Stage 2,3,2,2016,,0,1314E01RMRJLEAL,CHP-019088,"FairWarning® Technologies, Inc.",FairWarning® Patient Privacy Monitoring,3.1,Modular EHR,Ambulatory,2014
1003011859,,EP,Alabama,35294,Surgery,,Medicare,2015,Stage 2,3,2,2016,,0,1314E01RMRJLEAL,CHP-024151,Cerner Corporation,Powerchart (Clinical),2012.01.33,Modular EHR,Ambulatory,2014
1003011859,,EP,Alabama,35294,Surgery,,Medicare,2015,Stage 2,3,2,2016,,0,1314E01RMRJLEAL,CHP-024159,Cerner Corporation,Powerchart (CQM),2012.01.33,Modular EHR,Ambulatory,2014
1003011859,,EP,Alabama,35294,Surgery,,Medicare,2015,Stage 2,3,2,2016,,0,1314E01RMRJLEAL,CHP-024161,Cerner Corporation,Cerner Patient Portal and Powerchart,2012.01.33,Modular EHR,Ambulatory,2014
1003011859,,EP,Alabama,35294,Surgery,,Medicare,2015,Stage 2,3,2,2016,,0,1314E01RMRJLEAL,CHP-028431,Cerner Corporation,HealthSentry,2015.1,Modular EHR,Ambulatory,2014
1003011859,,EP,Alabama,35294,Surgery,,Medicare,2015,Stage 2,3,2,2016,,0,1314E01RMRJLEAL,CHP-028978,Cerner Corporation,HealthSentry,2015.11,Modular EHR,Ambulatory,2014
1003011891,,EP,New Jersey,7109,Internal Medicine,,Medicare,2015,Stage 1,,2,2016,,0,A014E01KI90NEAR,CHP-021314,"Vitera Healthcare Solutions, LLC",Vitera Intergy Meaningful Use Edition,v9,Complete EHR,Ambulatory,2014
1003011891,,EP,New Jersey,7109,Internal Medicine,,Medicare,2016,Stage 1,,1,2017,,0,A014E01KI90NEAR,CHP-021314,"Vitera Healthcare Solutions, LLC",Vitera Intergy Meaningful Use Edition,v9,Complete EHR,Ambulatory,2014
1003011917,,EP,Washington,98405,Thoracic Surgery (Cardiothoracic Vascular Surgery),,Medicare,2014,Stage 1,1,2,2015,2014,0,A014E01IF4H5EAB,CHP-019739,Epic Systems Corporation,EpicCare Ambulatory 2014 Certified EHR Suite,Epic 2012,Complete EHR,Ambulatory,2014
1003011917,,EP,Washington,98405,Thoracic Surgery (Cardiothoracic Vascular Surgery),,Medicare,2015,Stage 1,2,2,2016,,0,A014E01IF4H5EAB,CHP-019739,Epic Systems Corporation,EpicCare Ambulatory 2014 Certified EHR Suite,Epic 2012,Complete EHR,Ambulatory,2014
1003011966,,EP,Iowa,60634,Anesthesiology,,Medicare,2014,Stage 1,1,11,2014,2014,0,1314E01PD02DEAR,CHP-023935,Shareable Ink,Shareable Ink,2,Modular EHR,Ambulatory,2014
1003011966,,EP,Iowa,60634,Anesthesiology,,Medicare,2014,Stage 1,1,11,2014,2014,0,1314E01PD02DEAR,CHP-024043,Practice Fusion,Practice Fusion EHR,3.2,Complete EHR,Ambulatory,2014
1003012022,,EP,Tennessee,37919,Internal Medicine,,Medicare,2014,Stage 1,1,1,2015,2014,0,A014E01O2MPXEAJ,CHP-022209,Allscripts,Allscripts Enterprise EHR,11.4.1 (CQM Phase 4),Complete EHR,Ambulatory,2014
1003012022,,EP,Tennessee,37919,Internal Medicine,,Medicare,2015,Stage 1,2,5,2016,,0,A014E01O2MPXEAJ,CHP-022209,Allscripts,Allscripts Enterprise EHR,11.4.1 (CQM Phase 4),Complete EHR,Ambulatory,2014
1003012113,,EP,Wisconsin,54024,Urology,,Medicare,2012,Stage 1,1,5,2012,,1,30000001SVGWEAS,CHP-007425,NextGen Healthcare,NextGen Ambulatory EHR,5.6 SP1,Complete EHR,Ambulatory,2011
1003012113,,EP,Wisconsin,54024,Urology,,Medicare,2013,Stage 1,2,2,2014,,1,30000001SVGWEAS,CHP-007425,NextGen Healthcare,NextGen Ambulatory EHR,5.6 SP1,Complete EHR,Ambulatory,2011
1003012113,,EP,Wisconsin,54024,Urology,,Medicare,2014,Stage 2,3,2,2015,2014,1,A014E01NC9ZLEA1,CHP-022045,Epic Systems Corporation,EpicCare Ambulatory 2014 Certified EHR Suite,Epic 2012 (June 2013 CQMs),Complete EHR,Ambulatory,2014
1003012113,,EP,Wisconsin,54024,Urology,,Medicare,2015,Stage 2,4,5,2016,,1,A014E01KFLAFEAJ,CHP-021121,Epic Systems Corporation,EpicCare Ambulatory 2014 Certified EHR Suite,Epic 2014,Complete EHR,Ambulatory,2014
1003012204,,EP,Idaho,83201,Family Medicine,,Medicare,2011,Stage 1,1,2,2012,,1,30000001SVJFEAK,CHP-007514,GE Healthcare,Centricity EMR,9.5,Complete EHR,Ambulatory,2011
1003012428,,EP,Kentucky,41030,Family Medicine,,Medicare,2011,Stage 1,1,1,2012,,1,30000001SWAZEA0,CHP-007349,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,Spring 2008,Complete EHR,Ambulatory,2011
